claim_id,order_id_antigo,order_id_novo
5547889643,47542911972,2000017454845654
5547464890,47580246935,2000017534782484
5547374109,47579589703,2000017533193554
5547233178,47506536774,2000017378324830
5547221635,47536582431,2000017442628936
5547116787,47548924584,2000017467364842
5546627677,47567298370,2000017507158714
5546538868,47567770462,2000017508190084
5546482803,47566805557,2000017506555642
5546373472,47565635872,2000017503653624
5546244027,47459769790,2000017278376356
5545914425,47492729348,2000017348498590
5545940797,47559008755,2000017489954102
5545928250,47558826711,2000017489464916
5545799021,47556138217,2000017483463356
5545789939,47556561251,2000017484415634
5545782872,47541615659,2000017452814256
5545629971,47554126713,2000017479054244
5545555276,47553095165,2000017476719496
5545141964,47548025287,2000017466154200
5544980570,47386687921,2000017121756758
5544918411,47541756456,2000017452423404
5544783245,47510630042,2000017387843316
5544712393,47541731635,2000017452927212
5544649362,47541241055,2000017451958706
5544323108,47534895811,2000017438840350
5543900430,47523334232,2000017414216192
5543791114,47516532137,2000017400190012
5543659692,47500233824,2000017364203014
5543484840,47524686790,2000017416779578
5543167096,47460123436,2000017279184094
5538994612,47425575443,2000017205508152
5542947476,47516512842,2000017399811998
5542937600,47335211218,2000017012739776
5542805806,47514831992,2000017396288726
5542543233,47511286694,2000017389194438
5542543077,47511286680,2000017389196426
5542542925,47511020363,2000017389194414
5541505222,47495372627,2000017354364712
5541015905,47474987666,2000017311229860
5540967508,47443360115,2000017242967056
5540920222,47487355189,2000017337477760
5540655547,47483459469,2000017329442516
5540575324,47481219073,2000017324506714
5540143053,47476175320,2000017313457424
5540122766,47475547693,2000017312788882
5539974292,47473024621,2000017307423508
5539696562,47466881803,2000017294283608
5539636508,47466431742,2000017292732622
5539515470,47465827576,2000017291443810
5539471525,47462919295,2000017285890060
5539276572,47461610119,2000017282944784
5525637336,47195121125,2000016713452322
5538068541,47231269800,2000016791173564
5536712082,47299904442,2000016938084108
5539241690,47419548889,2000017192868096
5538923762,47437092515,2000017229692916
5537904907,47424857125,2000017203902426
5537721308,47439043248,2000017233175240
5537599677,47436931709,2000017229384228
5537519795,47433563711,2000017222189788
5537426792,47433836374,2000017222200514
5537037161,47428787480,2000017211662750
5536624625,47422253895,2000017198421470
5536576405,47420478966,2000017194216956
5536541638,47388867679,2000017126190082
5536444441,47395578358,2000017140165858
5536242341,47416299115,2000017185944134
5535891973,47379797961,2000017107422796
5535603087,47406008207,2000017164041490
5535602552,47407258484,2000017166134658
5535178046,47393591895,2000017136385546
5535137798,47400206533,2000017151394562
5534659610,47393389676,2000017135359290
5534652069,47392278999,2000017133561314
5533883975,47382023275,2000017111944394
5533854422,47382807424,2000017113030544
5533784201,47381688525,2000017111213580
5532978384,47255338066,2000016843737428
5533220663,47374319006,2000017095294824
5533211151,47329399394,2000017000585272
5532972689,47345890900,2000017035105412
5532754592,47367150351,2000017080971192
5532192793,47358979872,2000017063400460
5532153873,47358210262,2000017061801556
5532140147,47358561684,2000017062517092
5532095030,47357359601,2000017060653104
5532074491,47354744637,2000017055297230
5532026042,47357267953,2000017060467018
5531944239,47356409006,2000017058179400
5531907645,47355607976,2000017056520510
5531706890,47352547779,2000017050687782
5531489675,47349583273,2000017044040086
5531392581,47201869613,2000016728239960
5531082887,47343811092,2000017030645324
5530900995,47340286110,2000017022957536
5530647173,47338284475,2000017019531342
5530518308,47336857512,2000017016077550
5530393661,47335076102,2000017012444190
5530353960,47318766795,2000016978968308
5530120138,47331200937,2000017004842736
5530116586,47331246375,2000017004949176
5530103134,47329733411,2000017001816466
5530101787,47262877347,2000016860302964
5529731499,47325699239,2000016993298914
5529520544,47323268590,2000016987671418
5529492999,47322917376,2000016986937252
5527875366,47237575025,2000016805182200
5529134589,47317524306,2000016975573636
5529033125,47316306082,2000016972998078
5528923522,47307655940,2000016954681344
5528855297,47313810942,2000016967854260
5528213057,47303802176,2000016946685924
5528147587,47302854081,2000016945394362
5527985769,47161436965,2000016638358396
5527809099,47281397644,2000016898105314
5527761664,47297495448,2000016932608196
5527758403,47297405978,2000016932404368
5527682362,47280327604,2000016895913228
5527597401,47295296084,2000016927478776
5527072958,47288332941,2000016912919926
5526927134,47267814387,2000016870864792
5526820198,47262269794,2000016858467294
5526815895,47284850902,2000016905400550
5526763902,47281891983,2000016899722924
5526637426,47248589893,2000016830136598
