claim_id,order_id_antigo,order_id_novo
5126050622,41360713459,5462517384
5125468862,41355427501,5459245226
5124869332,41346660928,5452231777
5125104193,41347648564,5453204009
5124762908,41341319695,5446338815
5123984297,41334318785,5438507713
5124566261,41341319695,5446338815
5124150194,41339282869,5444078269
5124270264,41339555663,5444374997
5122359524,41308306863,5408319001
5122321763,41314254056,5415217465
5121882055,41309352137,5409518022
5121700526,41305514053,5405113379
5120708952,41288775669,5385787234
5118647067,41262453458,5355293824
5125459552,41358550685,5461183573
5125385333,41359829473,5461979710
5125265165,41358687360,5461278054
5118482597,41261470629,5354167311
5118467980,41261470629,5354167311
5125012932,41355057315,5459015655
5124997571,41354871835,5458905959
5124962634,41354358237,5458569147
5124580475,41346256109,5451793099
5124507236,41347327636,5452908338
5124475988,41347270652,5452857310
5124430940,41346587073,5452153213
5124430719,41346587437,5452154254
5124427469,41346510690,5452067781
5124269882,41344168462,5449567608
5124221948,41343160330,5448405630
5124217477,41343063569,5448295752
5124129950,41341480299,5446518857
5124094748,41340953727,5445933675
5124082007,41340798056,5445762802
5123959874,41339114155,5443891000
5123925432,41338679850,5443416285
5117004387,41236131995,5324761423
5123834520,41337369019,5441948117
5123827244,41337215112,5441775454
5123814060,41336981486,5441514711
5123785012,41336739803,5441250157
5123717742,41335709966,5440096174
5123707258,41335577119,5439947565
5123581750,41333505178,5437557625
5123551047,41333406786,5437448243
5123549990,41333388966,5437423829
5123469228,41330178123,5433714179
5123377612,41330899594,5434543612
5123285244,41329681958,5433133931
5123255399,41329331054,5432742072
5123227441,41328870636,5432191285
5123181367,41327974181,5431137350
5123124336,41326544072,5429464604
5123094247,41326611366,5429540461
5123024457,41325603160,5428371471
5123011740,41325421637,5428163520
5122786065,41322454524,5424710742
5122744104,41321834455,5423974838
5122647707,41320595713,5422548475
5115896347,41221498816,5307840309
5115915749,41224837382,5311747791
5115903672,41220158724,5306293084
5122561760,41319377227,5421128828
5122528815,41318929974,5420621826
5122506277,41318553804,5420194174
5122448830,41317945169,5419499654
5122439221,41317827465,5419367221
5122437455,41317608272,5419112333
5122435683,41317722568,5419248078
5122424998,41317671607,5419192112
5122376270,41316952079,5418337179
5122375706,41316725731,5418074696
5122335450,41316375590,5417677122
5122314895,41316081543,5417338067
5122287924,41315771483,5416980108
5122273488,41315605927,5416792219
5122217336,41314969253,5416073504
5122203747,41314731464,5415779280
5122195378,41314517580,5415525356
5122150850,41313741340,5414616348
5122105960,41312986942,5413728830
5122099308,41312853243,5413578007
5122095358,41312825614,5413543715
5122081566,41312563944,5413241123
5122080355,41312343259,5412985257
5122054356,41312245463,5412870471
5122050124,41311127637,5411563140
5122007539,41311280475,5411741015
5121977274,41310990127,5411401541
5121971878,41310913407,5411312634
5121940001,41310433361,5410759299
5121891509,41309771495,5409990307
5121799748,41308710443,5408800432
5121798999,41308236477,5408237727
5115217595,41205824404,5289561453
5121760442,41307611609,5407522710
5121690442,41307286611,5407153268
5121656845,41306612306,5406381567
5121580851,41305770877,5405402495
5121570936,41305639019,5405256187
5121519538,41304997240,5404525142
5121507944,41304836661,5404334762
5121471484,41304202147,5403617750
5121462399,41304249808,5403669943
5121459571,41304196331,5403610899
5121454853,41304125685,5403534375
5114219364,41196337674,5278609596
5114213959,41200381784,5283265985
5121399520,41303244590,5402503362
5121380596,41302976531,5402197848
5121373322,41302874271,5402082326
5121318750,41302161211,5401265341
5121291276,41301765817,5400811097
5121288676,41301761292,5400793832
5121269004,41301531725,5400542731
5121217773,41300628295,5399470811
5121213057,41300525024,5399351265
5121162309,41299585827,5398257785
5121137288,41299147998,5397732919
5121052076,41297609671,5395950736
5113622771,41187547424,5268408146
5113865645,41189135159,5270257051
5120983565,41297015585,5395274854
5120945631,41296556677,5394747638
5120894430,41295913004,5394011406
5120872214,41295598059,5393637359
5120835754,41295033555,5392988778
5120835053,41294911233,5392852119
5120795353,41294503632,5392381439
